# Constructed from biom file
#OTU ID	Sub002.0h	Sub003.0h	Sub004.0h	Sub005.0h	Sub007.0h	Sub008.0h	Sub001.0h	Sub0010.0h	Sub006.0h	Sub011.0h
2e06967e2e007cdf24f6ef310ec6d63d	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2e63e8e3f9f0f102f570e736e4b27c69	90.0	134.0	0.0	112.0	119.0	0.0	27.0	29.0	0.0	0.0
2f3c5770030811b4cf59a9cb9e6f9e87	33.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
301e5dfd3df8e9494226efb9b5f8c095	0.0	58.0	0.0	0.0	11.0	118.0	0.0	39.0	0.0	0.0
312015c00f6652c04c215fbc47488649	238.0	107.0	215.0	231.0	106.0	259.0	20.0	32.0	21.0	45.0
329f23578d29260bfb68921ec3ff0eea	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
33022141594a26f64007d7ec7d3e49f2	380.0	29.0	221.0	27.0	200.0	86.0	0.0	0.0	0.0	0.0
34042ef6a357ee7b4d8f446371999b9d	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355fd3923ca68fe765df80a0fcde995a	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0
357d26f4bf1695ffe171d1c5bdef78e8	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
36092224d870f72981bdb1bd4d5a9595	137.0	0.0	27.0	28.0	32.0	0.0	0.0	0.0	0.0	0.0
364637a30b5acc414584e5c5752ab34f	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
3bf370f8c05837ebaebf11e1877bb9d7	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3c0c6510a8c7bfb052860fff1704270e	218.0	0.0	20.0	45.0	0.0	0.0	10.0	0.0	0.0	0.0
3c74db5d8ce9990fa40f372285e50d7c	286.0	106.0	20.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0
3d02514742b03f66d00388ec746f7f0a	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
3d1fcc65c931bb6a77b687a734c7513b	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3db347c9182e9467089c6e3ef7f0ee30	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
40d2071c73f4316703d4fd85a72f032b	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41463bac31149696d0178616c648345d	0.0	0.0	12.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
42f1b1b2e16a3488f7e31b72a9737a7b	0.0	0.0	5.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
44f621ac93a0085ed2cbbe2dec8253c7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
456aa190719e88d14d87e66d8e02df53	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
468c447767d136e8fe7769be25ae1573	459.0	0.0	876.0	147.0	648.0	0.0	0.0	0.0	0.0	20.0
49083d6725d39d03698e0edb7e210e7f	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
491a09e415ab4f27d27733c567c9e851	31.0	27.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
49c3fa878906a9fb1021e192f6e59b83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
4a31d423711776c23a965d7b276222a2	27.0	0.0	11.0	0.0	28.0	0.0	0.0	0.0	3.0	0.0
4a3f595a66e179facf2767cfcb7c2630	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4aaeafaf27c344d1d37e7cc89241ddab	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
4af74c7c142406926bad0445b6d41526	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4b4a8bd67c35614fb1a3d48171099a0e	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4d477d6dd539923bbc13eca3f88adae5	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f13b31757426267a1b923846bcfe43d	0.0	0.0	304.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
500d57e4d12cc186a53f984c1496f257	668.0	0.0	44.0	150.0	741.0	0.0	0.0	0.0	0.0	0.0
5030d1a5094a7bd3cc0ba9cbc2e1af8d	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0
50d348530b34d7a0b10d46ba6065c905	89.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
50da935cb4343ba6c21695a03d5353ca	482.0	0.0	456.0	465.0	498.0	0.0	64.0	0.0	0.0	0.0
51707fe7f44f7d98546572fcc380de9d	146.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
51a8d5697d6a6fc543f2562aacc07f79	0.0	64.0	13.0	27.0	214.0	0.0	0.0	0.0	0.0	0.0
5205b4c632914bee8775ff35b6e03116	9.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
5401edfc1902e0f71700034ae1f78eb1	96.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54ab75358f45f0a895dea957ad859cdd	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0
55275c7900d36914bcebfaf9cdd89063	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
55df0c1db19d87454e5fedf48b84811b	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
5796684ced9efadf36da73862ae01df3	119.0	0.0	14.0	0.0	35.0	0.0	0.0	0.0	14.0	0.0
59421f305862ea0c8a13dbfb2f75d881	357.0	55.0	0.0	26.0	31.0	56.0	0.0	0.0	0.0	12.0
5b5a1cf5bdffb68b234bc13ec4da5e41	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
5bf05dab7962b4e9a76cd2715f8f4dfa	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5c2e162e3fcce23e3112e620def6b259	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5c6abf5698d1cd4bc7c8f8b5a3e7ffcc	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
5d8284f5d0fe52824d7c773341c82b43	467.0	652.0	459.0	1180.0	1771.0	2536.0	47.0	425.0	143.0	63.0
5f7aeb6693b92dcfff6eeedeb3fad544	0.0	0.0	0.0	67.0	0.0	58.0	0.0	0.0	0.0	0.0
6075297080c6b17dd53eedfcb7a52289	1678.0	166.0	85.0	0.0	135.0	11.0	0.0	0.0	0.0	0.0
609b805d6d440366fb7ce71144587cb7	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62232ddb47cc0b728a6ff5b67b6fe8cc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0
62671f5ed5ef18dd2eed166c904cd731	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0
63a614cb6a831b71b47a9a03579b122c	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	0.0
63dd5f4d44c771cadfc06d916e75df46	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0
644e2708f5cffd0e5fbdc9f7a956d571	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64deba84f2fb52ea3578cfcd385aa5ba	0.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0
6521f34e85eb9034e3bd9d4e58dff50a	412.0	0.0	0.0	34.0	149.0	54.0	50.0	48.0	0.0	0.0
65d4ddcefa5961f7170f5df87ed15bb2	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
668754f66fdefae32ccbe568c3f28ccb	252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67144d4f15e40504a909b422589a81d6	270.0	70.0	84.0	53.0	62.0	103.0	0.0	0.0	0.0	9.0
67323ce6d3a895f8ab47372f1ac100e6	99.0	20.0	0.0	0.0	0.0	10.0	0.0	11.0	0.0	0.0
6abdab8887fe2c7b8973dea84ad24639	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6ba56210af310f8972d859888787f230	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6bb39fab7757d5f8713e4a2c3d686723	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6bd982a66b0c74116b5c1cd9b824c113	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0
6bebe8fff42f04548d663df59f1e4b03	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6c39ff57d9f751c11ce869941e742e9e	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6c8f795e879f97af6bbf0a5f9f80c30e	15.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
6ca378be9cb481f8239a99b9ed9b02ac	0.0	0.0	0.0	0.0	0.0	54.0	33.0	0.0	0.0	0.0
6cf17c0bfdd3c53959957209c1d3acaf	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d0ac207f6ff468a637b4a2a922ae25d	70.0	0.0	30.0	26.0	0.0	0.0	13.0	0.0	0.0	0.0
6d49d950363495eab5e4f9df0e428e88	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d6e28fa9ee34c4001032dab30cad4c9	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0
6da0723c8f2c5c79a3818e37948b8962	39.0	0.0	38.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0
6e14788f3f3cb78ee7fa0348a0c2cf46	0.0	0.0	0.0	1052.0	0.0	0.0	0.0	0.0	0.0	0.0
6e4236a1abc321b6fe8131a9b686f8d9	305.0	212.0	88.0	0.0	0.0	0.0	0.0	34.0	0.0	7.0
6f975380704170a108b187f28bbce0df	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7004fe95e5ca28037b6d8d34329e36fe	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
709cbf28ae6ba1e54d19f43865458d77	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
718be274e36083f02047feb0afbd6207	0.0	6.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
721106b7fa385b1bc9befd81e1d8f530	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73430bc839451a90e446092bddb91416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.0
73db3b02cc18a419f941fb30dbbb3038	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
7529387a7de635933c08e82ddc612462	0.0	0.0	0.0	1899.0	0.0	0.0	0.0	0.0	0.0	0.0
755bb32a038dbb26a11ac6745928bde3	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
759092e8e6a162fd1440168afbd99030	0.0	2024.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7819a71c58901e8e07ee4075f29f1b7d	17.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	0.0	0.0
78437438aff922db7b0200773ad1f5fb	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787cd07b0d91562ac0bfabb601a82718	66.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78ef48aba8226b2d3b910640ec588864	224.0	84.0	74.0	95.0	148.0	0.0	0.0	0.0	0.0	0.0
792f6118b87f47aede9264a883461b85	28.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
79380f0eeebf1aceb91b2c157335f9ed	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
79b84c45e91ded6c9d506773ea40abc7	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7a1cf949ddef7ec0e1d264d30d2c1c65	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7ab180612716a7fa058f4b230bfdf8b4	62.0	52.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7bff8699e1b8d6cfe962f8c87625c158	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7c60bd2ffe3eed870549edc57875acf8	40.0	0.0	4.0	52.0	552.0	0.0	21.0	0.0	0.0	0.0
7d4937b4c6e3c6945767d184fe3002bf	55.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0
7e3936a7ee9a6e1751a173fc4402fea8	200.0	0.0	96.0	0.0	321.0	0.0	16.0	0.0	50.0	0.0
7ebdde23c2629144da4e648054bf91fe	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
80db623282c3b488a15bd89c097b3885	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0
811d1bc70c328e7279cbd9ea018c9c4f	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82e58138eb471fc3f0915a65781c50dc	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82faa5dfc406b7951c71f5951e433cdc	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0
8475fe7399dff7008ea7239b59f6813a	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8517ed72f5e84cdc5d3bcebd03a7e2cb	892.0	0.0	2034.0	431.0	1881.0	0.0	44.0	318.0	0.0	0.0
86d1a071e2ed8891948236881bbb8ab9	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	0.0
86e96e381ffa1e89163433a7249fc122	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
873811a2eb59bfab594c5ea58e233f30	0.0	41.0	0.0	0.0	18.0	125.0	0.0	43.0	0.0	0.0
87f0fa9a9c946ba71295cf65a2eb0f39	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882e288d051e0a8c5a474926a1eab23f	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888b96e8befc24c966c05e5a3362ccba	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89666d5db2b314661d2cb52b4a83944f	23.0	16.0	33.0	9.0	0.0	7.0	0.0	0.0	0.0	0.0
8a54021cb4da7a3e23749984c74db409	15.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
8aacd128ab3f9270abab2d8a72334c1f	103.0	118.0	42.0	121.0	116.0	343.0	0.0	9.0	0.0	0.0
8acdc05e74db1de2fa6eab95838e1b14	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b15791b441c4ec913462caf563d6174	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
8b70ae7ae06e4325a443d32067235627	19.0	7.0	13.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0
8ba95f8e792dbdba22cf77c82df46b85	224.0	936.0	407.0	141.0	977.0	0.0	0.0	0.0	0.0	0.0
8be9cd3d48e8acb75832c545524bd60b	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0
8c05c2ee4dfbc05c969d8324df92a7f2	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8ec6c2f10ae519def1c82e74d76f9dd0	0.0	0.0	62.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
8ef7209537fc461aceaba8148eadb2bf	164.0	0.0	277.0	506.0	0.0	0.0	18.0	0.0	0.0	0.0
8f2ddb8d1729fc35598d70fbcbd1b1af	44.0	82.0	10.0	14.0	48.0	29.0	21.0	0.0	78.0	0.0
8f62d545ecb1feb5e80c53246d162aff	0.0	12.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0
915ac9b8c5ec8cb7533e20373c3129af	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0
9273743375fbdb5088eb22ba73a53807	0.0	0.0	0.0	19.0	0.0	21.0	57.0	0.0	0.0	0.0
938e0e62bda9409d01282e7f6fb27097	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948dedd1ba78a109c113ca6592fd94d3	40.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
94a4514a390c0d637d12c2d9d18baa86	31.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
94ef4b5d227538eafea834c58b28a6ec	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95501a89a3915469692bdb7941c11379	39.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0
95a0440ac3e8a1d10a91e941614e1648	21.0	0.0	17.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
97d34dbaf75b1ffbb56b6d7b8db933bf	93.0	0.0	38.0	24.0	332.0	119.0	0.0	0.0	156.0	0.0
97e4236badce9766ab8ec4eb36e52c5b	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990e427af5a7e84df40ad76353d8d01c	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99f418011aa866eeb13e5f6825573bf3	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9c13009a275ca87b4c1e8ba96489502e	316.0	0.0	211.0	266.0	419.0	0.0	35.0	80.0	46.0	46.0
9ca9e80bb08ba22912ea23d7c2ba17fd	0.0	12.0	0.0	0.0	44.0	34.0	0.0	0.0	0.0	0.0
9cc98843fbce7f87c738e44318be4a41	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
9d07979519eb2f5d922d5d4ea75ed32c	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
9de5930139536cf89ea36ad8e9460bb3	34.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9df382506115b6c37b5d63ef2115191c	608.0	246.0	285.0	0.0	191.0	0.0	0.0	89.0	40.0	65.0
9f3b00199e37e4678f066b1a05393c8c	186.0	0.0	0.0	27.0	24.0	0.0	0.0	0.0	0.0	0.0
a18434a7badd84195a6bd5a5e88a2a74	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
a20a749f4fc5d3012ebb8e1d28dcc0e8	0.0	0.0	25.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
a2c05fb539c21bceded189937b7e8bc1	32.0	40.0	0.0	54.0	68.0	0.0	0.0	0.0	0.0	0.0
a3c45c907d18607a6d0665c100439bbe	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
